Var1	Var2	Var3
10	0.0109326666666667	0.00674033333333333
15	0.035728	0.0144906666666667
20	0.101932	0.0519716666666667
25	0.266886	0.138729333333333
30	0.515188333333333	0.322480333333333
35	1.1918	0.711469
40	2.25191966666667	1.43723266666667
45	4.034956	2.41586866666667
50	7.04012966666667	4.28202533333333
55	11.038263	6.65718133333333
60	17.526223	10.3566063333333
