dimcol	cptimes	cprandtimes	cprandffttimes
10	0.0076835875	0.0043162375	0.0042069825
15	0.012888245	0.0044982175	0.004355505
20	0.0311876275	0.00564676	0.0065369775
25	0.0868024675	0.00583423	0.0068580875
30	0.17167873	0.0058049575	0.007073765
35	0.3201778225	0.0059285675	0.00826911
40	0.545805625	0.005292745	0.0067907325
45	1.01598035	0.00582337	0.0079079975
50	1.61293743	0.0054166575	0.0068742125
55	2.65919914	0.0055668525	0.00736266
60	3.787826465	0.0060140175	0.0086704425
65	0	0	0
