dimcol	mixtimes
10	0.010049
15	0.0609423333333333
20	0.242621333333333
25	0.595042
30	1.45698033333333
35	2.56536266666667
40	5.00606933333333
45	8.96134766666667
50	14.995937
55	23.6508076666667
60	36.632329
