Gram(0),Gram local multiply(0),Gram shift(0),Gram all-reduce(0),Gram all-gather(0),Gram packing(0),Gram all-to-all(0),Gram unpacking(0),Eigensolve(0),TTM(0),TTM local multiply(0),TTM packing(0),TTM reduce-scatter(0),TTM reduce(0),Gram(1),Gram local multiply(1),Gram shift(1),Gram all-reduce(1),Gram all-gather(1),Gram packing(1),Gram all-to-all(1),Gram unpacking(1),Eigensolve(1),TTM(1),TTM local multiply(1),TTM packing(1),TTM reduce-scatter(1),TTM reduce(1),Gram(2),Gram local multiply(2),Gram shift(2),Gram all-reduce(2),Gram all-gather(2),Gram packing(2),Gram all-to-all(2),Gram unpacking(2),Eigensolve(2),TTM(2),TTM local multiply(2),TTM packing(2),TTM reduce-scatter(2),TTM reduce(2),Gram(3),Gram local multiply(3),Gram shift(3),Gram all-reduce(3),Gram all-gather(3),Gram packing(3),Gram all-to-all(3),Gram unpacking(3),Eigensolve(3),TTM(3),TTM local multiply(3),TTM packing(3),TTM reduce-scatter(3),TTM reduce(3),Gram(4),Gram local multiply(4),Gram shift(4),Gram all-reduce(4),Gram all-gather(4),Gram packing(4),Gram all-to-all(4),Gram unpacking(4),Eigensolve(4),TTM(4),TTM local multiply(4),TTM packing(4),TTM reduce-scatter(4),TTM reduce(4),Total
12.221,10.2971,0,1.92136,0,0,0,0,3.35297,1.1798,1.04088,0,0,0,1.90042,0.778122,0,0.53095,0,0.0296494,0.518432,0.0286194,9.08061,1.17204,0.0594347,0.0431044,0.303382,0,0.381847,0.0277878,0,0.329403,0,0.00117843,0.0184797,0.00164806,2.80433,0.353869,0.00580615,0,0,0.0317353,0.00180378,3.9933e-05,0,0.00176131,0,0,0,0,0.000116001,0.0724253,4.3145e-05,0,0,0,0.00072063,1.6919e-05,0,0.000558942,0,0,0.000136832,0,4.1784e-05,0.0914267,7.8211e-05,0,0,0.000558701,32.6252
12.221,10.2862,0,1.93226,0,0,0,0,3.35324,1.19076,1.0522,0,0,0,1.8891,0.775577,0,0.570223,0,0.0297905,0.47026,0.0278797,9.08326,1.1148,0.0592649,0.0432843,0.248149,0,0.436305,0.0278122,0,0.328209,0,0.00127552,0.0740138,0.00162427,2.80561,0.353373,0.00536871,0,0,0.0321796,0.00185556,3.836e-05,0,0.00181466,0,0,0,0,0.000102908,0.0724391,4.3012e-05,0,0,0,0.000719129,1.6556e-05,0,0.000562262,0,0,0.000132143,0,4.1973e-05,0.0914996,7.4748e-05,0,0,0.000635253,32.6253
12.221,10.2682,0,1.95019,0,0,0,0,3.35737,1.18834,1.05362,0,0,0,1.88768,0.775318,0,0.563384,0,0.0299381,0.474015,0.028938,9.06813,1.14409,0.05945,0.0432099,0.262579,0,0.421303,0.0279566,0,0.330529,0,0.00124735,0.0567017,0.00147989,2.80419,0.355397,0.00588482,0,0,0.0331084,0.000419465,3.5163e-05,0,0.000382343,0,0,0,0,0.000102464,0.072436,3.9956e-05,0,0,0,0.000722783,1.7009e-05,0,0.000563404,0,0,0.000133965,0,4.0785e-05,0.0914956,5.7832e-05,0,0,0.0115813,32.6253
12.2203,10.2722,0,1.94569,0,0,0,0,3.35375,1.21358,1.07534,0,0,0,1.86589,0.775964,0,0.563527,0,0.028137,0.453562,0.0285725,9.06715,1.12945,0.0595934,0.0430773,0.247509,0,0.436968,0.0278817,0,0.328675,0,0.00127717,0.0741118,0.00159333,2.80552,0.35352,0.00564332,0,0,0.0320407,0.00178181,3.7313e-05,0,0.0017423,0,0,0,0,0.000102486,0.0724381,4.1946e-05,0,0,0,0.000719943,1.7292e-05,0,0.000567227,0,0,0.000127344,0,4.0999e-05,0.0914386,5.6271e-05,0,0,0.0115277,32.6247
12.2208,10.2982,0,1.92006,0,0,0,0,3.35746,1.19263,1.05798,0,0,0,1.8833,0.775411,0,0.555386,0,0.029554,0.477857,0.0291611,9.05955,1.14387,0.0592348,0.0430039,0.256245,0,0.427022,0.0279916,0,0.327911,0,0.00127902,0.0647297,0.0016203,2.80316,0.356268,0.00583778,0,0,0.0331279,0.000468528,3.6922e-05,0,0.00042971,0,0,0,0,0.000105628,0.0724358,3.9906e-05,0,0,0,0.000723473,1.6013e-05,0,0.000568188,0,0,0.000129816,0,4.0915e-05,0.0913991,5.4873e-05,0,0,0.0114916,32.625
12.221,10.2879,0,1.93046,0,0,0,0,3.35851,1.18582,1.05202,0,0,0,1.88924,0.776157,0,0.553155,0,0.0296455,0.485,0.0293472,9.06671,1.14542,0.059373,0.0431905,0.262579,0,0.42156,0.0278832,0,0.32917,0,0.00123514,0.058329,0.00155198,2.80345,0.354652,0.0057,0,0,0.0318215,0.00183405,3.6057e-05,0,0.00179553,0,0,0,0,0.000105227,0.0724371,4.1212e-05,0,0,0,0.000722475,1.6413e-05,0,0.000565084,0,0,0.000132226,0,4.1178e-05,0.0914218,5.3384e-05,0,0,0.0115166,32.6252
12.221,10.2663,0,1.95209,0,0,0,0,3.35816,1.20069,1.06662,0,0,0,1.87454,0.776877,0,0.54257,0,0.0287798,0.481755,0.0293863,9.07265,1.13263,0.0592628,0.0430956,0.25569,0,0.427506,0.0278778,0,0.328255,0,0.00127903,0.0650659,0.00164742,2.78393,0.372633,0.00556423,0,0,0.0291156,0.00475958,4.283e-05,0,0.0047129,0,0,0,0,0.000105321,0.0724377,4.1666e-05,0,0,0,0.000722613,1.6205e-05,0,0.000607772,0,0,8.975e-05,0,4.1119e-05,0.0914116,6.6008e-05,0,0,0.000556339,32.6252
12.2204,10.2972,0,1.92071,0,0,0,0,3.35336,1.17852,1.04007,0,0,0,1.90112,0.776547,0,0.579929,0,0.029761,0.473557,0.0266516,9.08525,1.12491,0.0593279,0.0430748,0.258752,0,0.424489,0.0279827,0,0.327909,0,0.00121276,0.0622993,0.00165323,2.80444,0.352649,0.0055014,0,0,0.0308807,0.00310246,3.8398e-05,0,0.00306128,0,0,0,0,0.000107565,0.0724384,4.2366e-05,0,0,0,0.000719817,1.8038e-05,0,0.000607415,0,0,8.5735e-05,0,4.1352e-05,0.0912985,6.842e-05,0,0,0.000439797,32.6245
12.2212,10.4307,0,1.7877,0,0,0,0,3.3484,1.20706,1.06432,0,0,0,1.87745,0.77642,0,0.535052,0,0.0307737,0.485741,0.0300861,9.06945,1.14232,0.0599539,0.043187,0.261353,0,0.421149,0.0279507,0,0.327648,0,0.00125642,0.0590307,0.00163225,2.78954,0.367807,0.00545787,0,0,0.0305754,0.00339195,4.5332e-05,0,0.00334315,0,0,0,0,9.6036e-05,0.0724256,4.1936e-05,0,0,0,0.000716623,1.6223e-05,0,0.00060303,0,0,8.6972e-05,0,5.1042e-05,0.091305,7.4307e-05,0,0,0.000444343,32.6251
12.2212,10.413,0,1.80537,0,0,0,0,3.342,1.23069,1.08062,0,0,0,1.86115,0.776911,0,0.534661,0,0.0302284,0.469797,0.0302356,9.0725,1.13862,0.05967,0.0434203,0.25974,0,0.422105,0.0279987,0,0.32864,0,0.00126503,0.0589461,0.00161504,2.79678,0.361812,0.00551462,0,0,0.0313471,0.00258974,4.0604e-05,0,0.00254648,0,0,0,0,9.7273e-05,0.0724287,4.4134e-05,0,0,0,0.00071495,1.8021e-05,0,0.000602748,0,0,8.5118e-05,0,5.1031e-05,0.0913445,7.6643e-05,0,0,0.000481243,32.6251
12.2212,10.4147,0,1.80364,0,0,0,0,3.34835,1.21982,1.07704,0,0,0,1.86468,0.778839,0,0.561851,0,0.0308942,0.449068,0.0279329,9.0717,1.12763,0.0597869,0.0433789,0.249547,0,0.432569,0.0280986,0,0.328928,0,0.00137517,0.0689084,0.00160696,2.78349,0.376317,0.00557629,0,0,0.0328618,0.00110012,4.183e-05,0,0.00105564,0,0,0,0,0.000103525,0.0724243,4.2502e-05,0,0,0,0.000715234,1.5942e-05,0,0.000606032,0,0,8.4524e-05,0,4.8049e-05,0.091379,7.3727e-05,0,0,0.000517656,32.6251
12.2206,10.3967,0,1.82111,0,0,0,0,3.34835,1.24415,1.10132,0,0,0,1.84043,0.775429,0,0.540545,0,0.0273591,0.448822,0.0299631,9.05258,1.15089,0.0596313,0.0433304,0.254159,0,0.426395,0.0279925,0,0.327887,0,0.00131532,0.0639058,0.00161356,2.78985,0.370171,0.00569828,0,0,0.0329969,0.000814357,4.1497e-05,0,0.000770319,0,0,0,0,9.4055e-05,0.0724338,4.2069e-05,0,0,0,0.000716398,1.6231e-05,0,0.000605768,0,0,8.5955e-05,0,4.812e-05,0.0914348,6.0545e-05,0,0,0.000586567,32.6247
12.2212,10.4312,0,1.78721,0,0,0,0,3.32538,1.23143,1.06467,0,0,0,1.87696,0.777915,0,0.552747,0,0.0308902,0.470601,0.0286106,9.07024,1.13635,0.0595479,0.0432769,0.256603,0,0.424581,0.028029,0,0.33025,0,0.0012986,0.0599197,0.00147055,2.79451,0.365593,0.00573647,0,0,0.0332522,0.000493441,3.7938e-05,0,0.000453246,0,0,0,0,0.000107768,0.0724229,4.3201e-05,0,0,0,0.000712278,1.6901e-05,0,0.000602119,0,0,8.5266e-05,0,5.1838e-05,0.0914295,5.7465e-05,0,0,0.0115246,32.6252
12.2211,10.4142,0,1.80414,0,0,0,0,3.34842,1.21902,1.07625,0,0,0,1.86549,0.775911,0,0.536396,0,0.0303059,0.47422,0.0298464,9.04609,1.16783,0.0595399,0.0430696,0.263173,0,0.420471,0.0280149,0,0.328444,0,0.00123724,0.0575456,0.00160708,2.79509,0.365152,0.0057337,0,0,0.0331179,0.000613624,3.7196e-05,0,0.00057409,0,0,0,0,0.000106334,0.0724244,4.2804e-05,0,0,0,0.000714019,1.6742e-05,0,0.000599368,0,0,8.8309e-05,0,5.2829e-05,0.0913871,5.6978e-05,0,0,0.011482,32.6252
12.2212,10.4156,0,1.8028,0,0,0,0,3.34841,1.21936,1.07662,0,0,0,1.86514,0.775826,0,0.538946,0,0.0303895,0.472003,0.0298572,9.06577,1.13091,0.0594164,0.0431143,0.249826,0,0.433083,0.0280124,0,0.327776,0,0.00135084,0.0706227,0.00162134,2.79452,0.365614,0.00555777,0,0,0.0334213,0.000541055,3.7201e-05,0,0.000501711,0,0,0,0,0.000102963,0.0724263,4.1469e-05,0,0,0,0.000718633,1.6178e-05,0,0.000604236,0,0,8.8453e-05,0,4.8683e-05,0.0913231,5.5601e-05,0,0,0.01142,32.6251
12.2206,10.4284,0,1.78945,0,0,0,0,3.33908,1.21653,1.06352,0,0,0,1.87821,0.779716,0,0.56968,0,0.0306039,0.456518,0.0262278,9.07694,1.13233,0.0594072,0.0427538,0.258125,0,0.423601,0.0279454,0,0.328861,0,0.00126397,0.0602537,0.00162812,2.7834,0.376355,0.00577643,0,0,0.0326673,0.00099508,3.9672e-05,0,0.000952618,0,0,0,0,0.000103339,0.072426,4.0994e-05,0,0,0,0.000716495,1.5863e-05,0,0.000603709,0,0,8.8709e-05,0,4.8815e-05,0.0913707,5.6339e-05,0,0,0.0114673,32.6246
12.2207,10.7096,0,1.50875,0,0,0,0,3.34667,1.23814,1.09225,0,0,0,1.84904,0.789762,0,0.581514,0,0.0332967,0.401105,0.0286399,9.12807,1.12273,0.0675123,0.0366252,0.299079,0,0.384346,0.0279975,0,0.327983,0,0.00124212,0.022042,0.00165041,2.81104,0.34234,0.00572425,0,0,0.0267574,0.00696413,4.5547e-05,0,0.0069144,0,0,0,0,7.7967e-05,0.0724624,4.2277e-05,0,0,0,0.00071727,1.6392e-05,0,0.000605709,0,0,8.6042e-05,0,4.1699e-05,0.0914594,7.2721e-05,0,0,0.000593135,32.6252
12.2208,10.6942,0,1.52414,0,0,0,0,3.34528,1.23858,1.09181,0,0,0,1.84941,0.79079,0,0.636915,0,0.0314717,0.347764,0.0269112,9.10505,1.13987,0.0593013,0.0408305,0.296661,0,0.389026,0.0280103,0,0.327785,0,0.00124322,0.0268935,0.0016249,2.81821,0.337493,0.00576336,0,0,0.0289206,0.00475157,3.58e-05,0,0.00471319,0,0,0,0,7.9989e-05,0.0724622,4.1563e-05,0,0,0,0.000712814,1.8865e-05,0,0.000606014,0,0,7.9593e-05,0,4.1774e-05,0.0912909,6.8672e-05,0,0,0.000429108,32.625
12.2208,10.6903,0,1.528,0,0,0,0,3.34925,1.23472,1.09152,0,0,0,1.84967,0.791119,0,0.603758,0,0.0313519,0.378173,0.0297242,9.06868,1.1657,0.0593779,0.0409561,0.285798,0,0.399612,0.0279578,0,0.327698,0,0.00137093,0.0375319,0.00160536,2.82045,0.334459,0.0054984,0,0,0.0278171,0.0062495,3.5897e-05,0,0.00621066,0,0,0,0,7.5383e-05,0.0724615,4.1239e-05,0,0,0,0.000717501,1.8321e-05,0,0.000607538,0,0,8.4016e-05,0,4.0259e-05,0.0913755,7.232e-05,0,0,0.00050852,32.6251
12.2203,10.6928,0,1.52504,0,0,0,0,3.34553,1.23795,1.0914,0,0,0,1.84965,0.790624,0,0.614326,0,0.0313988,0.3687,0.0291843,9.09484,1.13979,0.05939,0.0408434,0.287944,0,0.396568,0.0279008,0,0.328832,0,0.00130393,0.0335694,0.00155647,2.81566,0.339863,0.00571333,0,0,0.0289217,0.0048601,3.9286e-05,0,0.00481759,0,0,0,0,7.6677e-05,0.0724635,4.2531e-05,0,0,0,0.000713541,1.7165e-05,0,0.000604646,0,0,8.3863e-05,0,4.0049e-05,0.0914146,7.8203e-05,0,0,0.000542364,32.6246
12.2208,10.6943,0,1.52405,0,0,0,0,3.34548,1.23856,1.09198,0,0,0,1.84934,0.791361,0,0.628925,0,0.0316168,0.354022,0.0278547,9.07793,1.16503,0.0594508,0.040949,0.293307,0,0.391092,0.0278638,0,0.329244,0,0.00126109,0.0277487,0.0015432,2.82324,0.335696,0.00579393,0,0,0.0313043,0.00233643,3.5647e-05,0,0.00229845,0,0,0,0,9.569e-05,0.0724619,4.1185e-05,0,0,0,0.000717072,1.6588e-05,0,0.000604687,0,0,8.7787e-05,0,4.1294e-05,0.0914368,7.8805e-05,0,0,0.000564032,32.6252
12.2208,10.6906,0,1.52772,0,0,0,0,3.34485,1.23846,1.09115,0,0,0,1.85011,0.791848,0,0.637641,0,0.0315434,0.346757,0.0266632,9.09344,1.15074,0.0593625,0.0408096,0.297266,0,0.388405,0.0279268,0,0.327894,0,0.0012409,0.0262496,0.00161881,2.81322,0.344946,0.00574625,0,0,0.0313808,0.00232942,3.5983e-05,0,0.00229052,0,0,0,0,9.8513e-05,0.0724592,4.124e-05,0,0,0,0.000716634,1.6693e-05,0,0.000603659,0,0,8.8278e-05,0,4.1565e-05,0.0914913,7.8523e-05,0,0,0.000618402,32.6253
12.2208,10.668,0,1.55031,0,0,0,0,3.34182,1.2591,1.10879,0,0,0,1.83235,0.789468,0,0.607224,0,0.0296099,0.360831,0.0295235,9.09884,1.14454,0.0591459,0.040156,0.295693,0,0.39017,0.0278305,0,0.330413,0,0.0012187,0.0259002,0.00147659,2.82194,0.337618,0.00604243,0,0,0.0317786,0.00166397,3.5621e-05,0,0.00162621,0,0,0,0,9.0889e-05,0.0724627,4.2171e-05,0,0,0,0.000718816,1.6702e-05,0,0.000602865,0,0,9.0251e-05,0,4.0305e-05,0.0914867,5.726e-05,0,0,0.011574,32.6253
12.2203,10.6756,0,1.54221,0,0,0,0,3.33889,1.25691,1.10351,0,0,0,1.83778,0.789319,0,0.609962,0,0.0303762,0.362184,0.0297557,9.10493,1.13186,0.0594402,0.0408734,0.288531,0,0.395637,0.0278642,0,0.328576,0,0.00128083,0.03294,0.00156008,2.82027,0.338264,0.00599223,0,0,0.0310788,0.00237097,3.7105e-05,0,0.00233158,0,0,0,0,9.1587e-05,0.072462,4.1192e-05,0,0,0,0.000714853,1.6867e-05,0,0.000601818,0,0,8.7763e-05,0,4.022e-05,0.0914613,5.6911e-05,0,0,0.0115496,32.6247
12.2211,10.5626,0,1.65567,0,0,0,0,3.35039,1.20377,1.06216,0,0,0,1.87954,0.775576,0,0.627167,0,0.0308688,0.400172,0.0279519,9.07125,1.17953,0.0595689,0.0434935,0.298901,0,0.37886,0.0281003,0,0.327631,0,0.00127668,0.0165801,0.00160652,2.81195,0.347173,0.00549141,0,0,0.0321612,0.00193106,3.5533e-05,0,0.00189357,0,0,0,0,8.5962e-05,0.0724372,4.1261e-05,0,0,0,0.000715255,1.8012e-05,0,0.000597379,0,0,9.1279e-05,0,4.4553e-05,0.0914019,5.6523e-05,0,0,0.0114909,32.6252
12.2211,10.5591,0,1.65923,0,0,0,0,3.34691,1.24458,1.09981,0,0,0,1.84187,0.776687,0,0.605644,0,0.0286511,0.383143,0.0302967,9.07266,1.17871,0.059713,0.0433613,0.298815,0,0.37888,0.0281028,0,0.328708,0,0.00128137,0.0156189,0.0016048,2.81286,0.345815,0.00546238,0,0,0.0314957,0.00262802,3.9127e-05,0,0.0025866,0,0,0,0,8.541e-05,0.0724405,4.375e-05,0,0,0,0.000714096,1.8336e-05,0,0.000597028,0,0,9.0623e-05,0,4.469e-05,0.0914423,5.4115e-05,0,0,0.0115333,32.6252
12.221,10.5603,0,1.65797,0,0,0,0,3.34862,1.20588,1.06247,0,0,0,1.87921,0.776878,0,0.602106,0,0.030302,0.422337,0.0298673,9.06864,1.17794,0.059348,0.0434195,0.296771,0,0.382211,0.0279896,0,0.328125,0,0.0013439,0.0195864,0.00159152,2.7974,0.35719,0.00523309,0,0,0.0277224,0.00661802,4.6297e-05,0,0.00656832,0,0,0,0,0.0001072,0.072419,4.2036e-05,0,0,0,0.000718897,1.6484e-05,0,0.000589797,0,0,0.000102673,0,4.2105e-05,0.0915209,7.0894e-05,0,0,0.000656568,32.6253
12.2205,10.5414,0,1.67634,0,0,0,0,3.34687,1.21914,1.07438,0,0,0,1.86731,0.777035,0,0.60216,0,0.030216,0.409824,0.0302819,9.06979,1.18034,0.0595079,0.0435001,0.298802,0,0.378912,0.0281002,0,0.327605,0,0.00127092,0.016661,0.00161635,2.802,0.354812,0.00545842,0,0,0.0299885,0.00412592,3.7352e-05,0,0.0040858,0,0,0,0,0.000113679,0.0724141,4.1303e-05,0,0,0,0.000718038,1.6549e-05,0,0.000590065,0,0,0.000102376,0,4.1992e-05,0.0912125,7.3492e-05,0,0,0.000345522,32.6244
12.221,10.557,0,1.6613,0,0,0,0,3.35291,1.20151,1.06214,0,0,0,1.8795,0.776851,0,0.621536,0,0.0303184,0.405921,0.0281902,9.04344,1.20857,0.0592914,0.0433598,0.299248,0,0.378836,0.0280128,0,0.326976,0,0.00126608,0.0174178,0.00160213,2.80376,0.352095,0.0053358,0,0,0.028974,0.00524523,4.2318e-05,0,0.00520027,0,0,0,0,9.354e-05,0.0724397,4.3669e-05,0,0,0,0.000715719,1.725e-05,0,0.000590751,0,0,9.9322e-05,0,4.2889e-05,0.0913298,7.9067e-05,0,0,0.00045731,32.6251
12.2211,10.5559,0,1.66234,0,0,0,0,3.35027,1.20435,1.06261,0,0,0,1.87899,0.776266,0,0.606364,0,0.0302168,0.418903,0.0295578,9.05334,1.19318,0.0592704,0.0427745,0.29886,0,0.38096,0.027994,0,0.328655,0,0.00129512,0.0178517,0.00157765,2.8119,0.345997,0.00542632,0,0,0.0310277,0.00313245,4.0039e-05,0,0.00308992,0,0,0,0,9.6742e-05,0.0724377,4.2517e-05,0,0,0,0.00071588,1.6605e-05,0,0.000589164,0,0,0.000102108,0,4.2957e-05,0.0914132,6.0611e-05,0,0,0.00055881,32.6252
12.2211,10.5416,0,1.6767,0,0,0,0,3.35211,1.21428,1.07416,0,0,0,1.86752,0.77561,0,0.631287,0,0.0298751,0.386864,0.0269691,9.07158,1.17565,0.0592875,0.0432777,0.296562,0,0.382573,0.0278876,0,0.329232,0,0.00134084,0.0189543,0.00154465,2.80812,0.350847,0.00546003,0,0,0.0319634,0.00216772,3.7025e-05,0,0.00212842,0,0,0,0,9.1821e-05,0.0724371,4.1455e-05,0,0,0,0.000709671,1.6563e-05,0,0.000582958,0,0,0.000102272,0,4.8959e-05,0.0914955,6.197e-05,0,0,0.000639276,32.6252
12.2205,10.5196,0,1.69811,0,0,0,0,3.34591,1.24499,1.09889,0,0,0,1.84278,0.77558,0,0.627954,0,0.0279273,0.366424,0.0273511,9.06698,1.18186,0.0593368,0.043054,0.299225,0,0.379659,0.0278604,0,0.327921,0,0.00129196,0.0173873,0.00157617,2.80725,0.351441,0.00545913,0,0,0.0318764,0.00224064,3.9428e-05,0,0.00219905,0,0,0,0,9.3795e-05,0.0724364,4.1338e-05,0,0,0,0.000711434,1.6234e-05,0,0.000581832,0,0,0.000103753,0,4.8904e-05,0.0915536,7.9698e-05,0,0,0.0006798,32.6248
12.2207,10.4121,0,1.8061,0,0,0,0,3.35049,1.18585,1.04388,0,0,0,1.89724,0.772685,0,0.543674,0,0.0298683,0.506278,0.0295083,9.04503,1.20773,0.067406,0.0365155,0.301173,0,0.381948,0.0279926,0,0.330969,0,0.00142718,0.0168314,0.0014684,2.82609,0.334012,0.00588053,0,0,0.032315,0.00124567,3.6723e-05,0,0.00120679,0,0,0,0,9.5374e-05,0.0724422,3.6484e-05,0,0,0,0.000724424,1.6676e-05,0,0.000583312,0,0,0.000114201,0,4.247e-05,0.0915466,5.7695e-05,0,0,0.0116326,32.6253
12.2207,10.4051,0,1.81317,0,0,0,0,3.34567,1.19601,1.04922,0,0,0,1.89196,0.778202,0,0.600478,0,0.030057,0.443568,0.0255671,9.06987,1.1728,0.0595446,0.0410735,0.292617,0,0.390843,0.0279612,0,0.32838,0,0.00135597,0.02817,0.00158534,2.82545,0.333986,0.00581511,0,0,0.0320098,0.0016229,3.8038e-05,0,0.00158227,0,0,0,0,0.000110518,0.0724335,4.2348e-05,0,0,0,0.000713611,1.6764e-05,0,0.000584022,0,0,0.000104855,0,4.2578e-05,0.0915288,5.4233e-05,0,0,0.0116184,32.6253
12.2207,10.3808,0,1.83739,0,0,0,0,3.35421,1.20786,1.06966,0,0,0,1.87142,0.772874,0,0.555753,0,0.0294193,0.467781,0.0296607,9.05591,1.17218,0.0593826,0.0411406,0.282994,0,0.403881,0.0280058,0,0.327766,0,0.00121314,0.041911,0.00161119,2.82444,0.334728,0.00570995,0,0,0.0322772,0.00156731,3.5869e-05,0,0.00152928,0,0,0,0,9.7744e-05,0.0724436,4.1917e-05,0,0,0,0.000720767,1.6492e-05,0,0.000589629,0,0,0.000107076,0,3.7911e-05,0.0914574,5.4024e-05,0,0,0.0115481,32.6252
12.2201,10.3837,0,1.83395,0,0,0,0,3.35515,1.20667,1.06935,0,0,0,1.87171,0.774708,0,0.559776,0,0.0288216,0.464074,0.0290318,9.06458,1.18105,0.0592726,0.0403221,0.298549,0,0.385947,0.027882,0,0.329391,0,0.00125392,0.0226018,0.00147543,2.81658,0.340937,0.00567479,0,0,0.0315917,0.00223251,3.6576e-05,0,0.00219342,0,0,0,0,9.3839e-05,0.072447,4.1574e-05,0,0,0,0.000720279,1.6689e-05,0,0.000594564,0,0,0.000100651,0,3.7966e-05,0.0914951,5.1426e-05,0,0,0.0115885,32.6247
12.2203,10.4255,0,1.79275,0,0,0,0,3.35433,1.20946,1.07095,0,0,0,1.87018,0.782124,0,0.582952,0,0.0290206,0.434932,0.0264173,9.07521,1.16993,0.0593502,0.0412315,0.295416,0,0.387949,0.0281352,0,0.327913,0,0.0012875,0.0256218,0.00159274,2.82681,0.328118,0.00553789,0,0,0.0273492,0.00651832,4.1639e-05,0,0.00647293,0,0,0,0,0.000132237,0.0724221,4.2409e-05,0,0,0,0.000718447,1.7069e-05,0,0.000603814,0,0,8.9882e-05,0,3.8401e-05,0.0914463,5.1509e-05,0,0,0.000599321,32.6252
12.2207,10.3869,0,1.83139,0,0,0,0,3.3553,1.20677,1.06961,0,0,0,1.87151,0.773753,0,0.551304,0,0.0288041,0.471638,0.0295175,9.06527,1.17984,0.0593726,0.040703,0.297214,0,0.386366,0.0288468,0,0.327058,0,0.00123714,0.0241943,0.00159708,2.82328,0.332938,0.00579531,0,0,0.0296034,0.00409481,3.7255e-05,0,0.00405497,0,0,0,0,0.000109861,0.0724475,4.374e-05,0,0,0,0.000715908,1.9339e-05,0,0.000604855,0,0,8.3196e-05,0,3.825e-05,0.091309,7.0544e-05,0,0,0.00044288,32.625
12.2206,10.4221,0,1.79613,0,0,0,0,3.34805,1.19318,1.04878,0,0,0,1.89215,0.77327,0,0.549989,0,0.0296314,0.493406,0.0297408,9.06303,1.18281,0.0593469,0.0409013,0.297357,0,0.38606,0.027931,0,0.32701,0,0.0012391,0.0249265,0.00159915,2.82468,0.330936,0.00561292,0,0,0.0286315,0.00523607,3.7214e-05,0,0.00519588,0,0,0,0,0.000104202,0.0724422,3.6769e-05,0,0,0,0.000725319,1.9081e-05,0,0.000604597,0,0,9.3235e-05,0,3.8819e-05,0.0913636,7.2088e-05,0,0,0.000495607,32.6251
12.2201,10.4125,0,1.80517,0,0,0,0,3.34889,1.18022,1.03657,0,0,0,1.90451,0.773414,0,0.55105,0,0.0295251,0.504012,0.0298517,9.05749,1.18512,0.0594203,0.041189,0.295698,0,0.387446,0.0279785,0,0.328581,0,0.00127894,0.0246094,0.00159058,2.82081,0.335765,0.00590079,0,0,0.0304924,0.00304831,3.6572e-05,0,0.003009,0,0,0,0,0.000106739,0.0724485,4.3052e-05,0,0,0,0.000718392,1.8604e-05,0,0.000604279,0,0,8.7353e-05,0,3.9554e-05,0.0913954,7.5123e-05,0,0,0.000524456,32.6246
12.221,10.3105,0,1.90776,0,0,0,0,3.34334,1.22186,1.0731,0,0,0,1.86843,0.777379,0,0.569982,0,0.0286749,0.448632,0.0270951,9.01751,1.23525,0.0596224,0.0433113,0.299842,0,0.378195,0.0279077,0,0.329373,0,0.00132035,0.0144643,0.00155477,2.79505,0.364154,0.00571284,0,0,0.0316469,0.00218981,3.7924e-05,0,0.00214983,0,0,0,0,9.9969e-05,0.072427,3.914e-05,0,0,0,0.000715905,1.8297e-05,0,0.000599958,0,0,8.7737e-05,0,4.5226e-05,0.0914217,5.8402e-05,0,0,0.000570313,32.6252
12.221,10.3154,0,1.90279,0,0,0,0,3.35038,1.21514,1.07342,0,0,0,1.86813,0.776599,0,0.538759,0,0.0285334,0.475101,0.0303369,9.01376,1.23483,0.0595555,0.0430759,0.297693,0,0.380863,0.0279831,0,0.327635,0,0.0013496,0.018611,0.00161479,2.81137,0.347581,0.00556445,0,0,0.0317643,0.00220958,3.9365e-05,0,0.00216769,0,0,0,0,9.2586e-05,0.0724375,4.1607e-05,0,0,0,0.000712981,1.9698e-05,0,0.000599837,0,0,8.4891e-05,0,4.4979e-05,0.0914671,7.3829e-05,0,0,0.000599547,32.6252
12.2209,10.3446,0,1.87357,0,0,0,0,3.34092,1.18837,1.03733,0,0,0,1.90422,0.777157,0,0.54188,0,0.0300932,0.505748,0.0302039,9.00713,1.2426,0.0595952,0.0433132,0.29957,0,0.3787,0.028055,0,0.330798,0,0.00158084,0.0132488,0.00146686,2.80862,0.350166,0.00561177,0,0,0.0325314,0.0014389,3.8917e-05,0,0.00139789,0,0,0,0,9.4228e-05,0.0724348,3.9415e-05,0,0,0,0.000716083,1.9037e-05,0,0.000600032,0,0,8.7023e-05,0,4.4862e-05,0.0914643,5.6647e-05,0,0,0.0115528,32.6252
12.2205,10.3324,0,1.88529,0,0,0,0,3.34408,1.19748,1.0495,0,0,0,1.89204,0.776783,0,0.538503,0,0.0301924,0.497269,0.0306631,8.97683,1.27657,0.0597461,0.0433043,0.299992,0,0.37749,0.0281722,0,0.328099,0,0.00135029,0.014683,0.00161921,2.81121,0.347891,0.00567815,0,0,0.0318834,0.00199449,3.6885e-05,0,0.00195519,0,0,0,0,0.000102123,0.0724302,4.1372e-05,0,0,0,0.00071381,1.7925e-05,0,0.00059976,0,0,8.7631e-05,0,4.5112e-05,0.0914333,5.6282e-05,0,0,0.0115233,32.6247
